 market , funding_total_usd ,status,country_code,state_code,region,city,funding_rounds,founded_at,founded_month,founded_quarter,founded_year
 Consulting , -   ,operating,USA,VA,"Washington, D.C.",Charlottesville,1,1/1/10,2010-01,2010-Q1,2010
 Virtual Workforces , -   ,operating,USA,NY,New York City,New York,1,4/1/10,2010-04,2010-Q2,2010
 Incentives ,"1,100,000",operating,USA,IL,Chicago,Chicago,3,1/1/10,2010-01,2010-Q1,2010
 Games ,"25,000",closed,USA,CA,SF Bay Area,San Francisco,1,9/1/10,2010-09,2010-Q3,2010
 iOS ,"500,000",operating,USA,TX,Austin,Austin,1,9/14/10,2010-09,2010-Q3,2010
 Public Transportation ,"10,000",operating,USA,IL,Chicago,Chicago,1,4/1/10,2010-04,2010-Q2,2010
 Education ,"3,250,000",operating,USA,CA,SF Bay Area,San Francisco,1,11/1/10,2010-11,2010-Q4,2010
 SaaS ,"4,065,000",operating,USA,OH,"Columbus, Ohio",Columbus,6,12/1/10,2010-12,2010-Q4,2010
, -   ,operating,USA,AZ,Phoenix,Winkelman,1,5/1/10,2010-05,2010-Q2,2010
 Social Media ,"400,000",acquired,USA,NY,New York City,New York,1,8/1/10,2010-08,2010-Q3,2010
 Mobile ,"15,000,000",operating,USA,CA,SF Bay Area,San Jose,1,1/1/10,2010-01,2010-Q1,2010
 Fashion ,"40,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Facebook Applications ,"5,900,000",acquired,USA,CA,Los Angeles,Los Angeles,2,11/29/10,2010-11,2010-Q4,2010
 Technology ,"10,110,000",operating,USA,AZ,Phoenix,Tempe,3,1/1/10,2010-01,2010-Q1,2010
,"317,279,695",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/10,2010-01,2010-Q1,2010
 Hospitality , -   ,operating,USA,DC,"Washington, D.C.",Washington,1,1/1/10,2010-01,2010-Q1,2010
 Analytics ,"2,800,000",operating,USA,LA,New Orleans,New Orleans,1,3/10/10,2010-03,2010-Q1,2010
 PaaS ,"9,000,000",acquired,USA,MA,Boston,Burlington,1,5/1/10,2010-05,2010-Q2,2010
 News ,"20,000",operating,USA,DC,"Washington, D.C.",Washington,1,4/1/10,2010-04,2010-Q2,2010
 Medical ,"875,000",operating,USA,IL,Chicago,Chicago,2,1/1/10,2010-01,2010-Q1,2010
 Software ,"80,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
,"1,400,000",operating,USA,NY,New York City,Hawthorne,2,1/20/10,2010-01,2010-Q1,2010
 Business Services ,"2,500,000",operating,USA,AR,Fayetteville,Fayetteville,1,4/17/10,2010-04,2010-Q2,2010
 Health and Wellness ,"100,084",operating,USA,IL,Chicago,Hanover Park,1,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"2,000,000",operating,USA,CA,Los Angeles,Culver City,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software , -   ,operating,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
 Web Hosting ,"1,425,799",operating,USA,CA,SF Bay Area,Mill Valley,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"9,195,002",,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Creative ,"750,000",operating,USA,CA,Los Angeles,Los Angeles,1,2/1/10,2010-02,2010-Q1,2010
 Online Gaming ,"20,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,7/1/10,2010-07,2010-Q3,2010
 Finance ,"2,324,998",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Semiconductors ,"5,200,000",operating,USA,MA,Boston,Cambridge,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"3,395,000",operating,USA,MA,Boston,Cambridge,4,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"3,500,000",operating,USA,TX,Austin,Austin,1,6/24/10,2010-06,2010-Q2,2010
 Biotechnology , -   ,operating,USA,KY,KY - Other,California,2,2/3/10,2010-02,2010-Q1,2010
 Curated Web ,"250,000",operating,USA,NY,New York City,New York,1,10/1/10,2010-10,2010-Q4,2010
 Education , -   ,operating,USA,MI,Detroit,Ypsilanti,1,10/7/10,2010-10,2010-Q4,2010
 QR Codes ,"265,000",operating,USA,OH,OH - Other,Athens,1,2/1/10,2010-02,2010-Q1,2010
 Search ,"700,000",closed,USA,CA,SF Bay Area,Berkeley,1,4/1/10,2010-04,2010-Q2,2010
 Curated Web ,"1,400,000",operating,USA,FL,Orlando,Windermere,2,1/1/10,2010-01,2010-Q1,2010
 Finance ,"350,000",acquired,USA,CO,Denver,Boulder,2,9/1/10,2010-09,2010-Q3,2010
 News ,"160,500,000",operating,USA,CA,SF Bay Area,Palo Alto,4,12/1/10,2010-12,2010-Q4,2010
 Photography ,"729,597",operating,USA,NY,New York City,New York,2,1/1/10,2010-01,2010-Q1,2010
 Video ,"5,102,400",operating,USA,CA,SF Bay Area,Palo Alto,7,1/1/10,2010-01,2010-Q1,2010
 Manufacturing ,"10,598,871",operating,USA,MA,MA - Other,Wilbraham,1,1/1/10,2010-01,2010-Q1,2010
 Sports , -   ,operating,USA,CA,"Orange County, California",Mission Viejo,1,12/10/10,2010-12,2010-Q4,2010
,"400,000",operating,USA,TX,Austin,Round Rock,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"1,400,000",operating,USA,CA,SF Bay Area,Berkeley,2,10/3/10,2010-10,2010-Q4,2010
 Enterprise Software ,"6,427,926",operating,USA,NY,New York City,Brooklyn,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"1,501,478",operating,USA,PA,Philadelphia,Doylestown,1,1/1/10,2010-01,2010-Q1,2010
 Social Media ,"2,100,000",closed,USA,CA,San Diego,San Diego,3,10/1/10,2010-10,2010-Q4,2010
 Security ,"30,000,000",operating,USA,WA,Seattle,Vancouver,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"2,654,239",operating,USA,NY,New York City,New York,3,3/22/10,2010-03,2010-Q1,2010
 Software ,"1,400,000",acquired,USA,CA,SF Bay Area,Palo Alto,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"17,177,200",operating,USA,NY,New York City,New York,6,1/1/10,2010-01,2010-Q1,2010
 Games ,"25,000",closed,USA,NC,Asheville,Asheville,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"350,000",operating,USA,PA,Pittsburgh,Pittsburgh,2,10/1/10,2010-10,2010-Q4,2010
 Sports ,"108,800,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"9,031,006",operating,USA,MA,Boston,Waltham,1,1/1/10,2010-01,2010-Q1,2010
 Internet of Things ,"8,837,884",operating,USA,CA,SF Bay Area,San Francisco,2,7/1/10,2010-07,2010-Q3,2010
 Location Based Services ,"575,000",acquired,USA,NY,New York City,New York,1,2/1/10,2010-02,2010-Q1,2010
 Startups ,"2,275,000",operating,USA,IL,Chicago,Chicago,3,5/1/10,2010-05,2010-Q2,2010
 Hospitality ,"875,000",operating,USA,MD,Baltimore,Baltimore,3,1/1/10,2010-01,2010-Q1,2010
 Cooking ,"7,720,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"500,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"150,000",operating,USA,FL,Jacksonville,Jacksonville,1,1/1/10,2010-01,2010-Q1,2010
 Enterprise Software ,"52,000,000",operating,USA,CA,SF Bay Area,San Francisco,3,2/1/10,2010-02,2010-Q1,2010
 Social Network Media ,"205,000",acquired,USA,CA,SF Bay Area,Campbell,1,1/25/10,2010-01,2010-Q1,2010
 Biotechnology ,"57,300,001",operating,USA,CA,SF Bay Area,Menlo Park,7,1/1/10,2010-01,2010-Q1,2010
 Finance ,"4,100,000",operating,USA,CT,CT - Other,South Glastonbury,2,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"96,500,000",operating,USA,MA,Boston,Cambridge,4,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"100,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Fashion , -   ,operating,USA,CA,Ontario - Inland Empire,Corona,1,10/14/10,2010-10,2010-Q4,2010
 Health and Wellness ,"220,000",operating,USA,AK,Anchorage,Anchorage,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"3,000,000",operating,USA,GA,Atlanta,Alpharetta,1,12/2/10,2010-12,2010-Q4,2010
 Sales and Marketing , -   ,closed,USA,FL,Miami,Miami,1,1/15/10,2010-01,2010-Q1,2010
 Advertising ,"6,000,000",operating,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Social Media ,"3,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/1/10,2010-01,2010-Q1,2010
 Sales and Marketing ,"200,000",closed,USA,IL,Chicago,Chicago,1,7/1/10,2010-07,2010-Q3,2010
 Health and Wellness ,"2,950,573",operating,USA,WV,"Charleston, West Virginia",Huntington,1,1/1/10,2010-01,2010-Q1,2010
, -   ,closed,USA,OH,Cleveland,Cleveland,1,12/1/10,2010-12,2010-Q4,2010
 Customer Support Tools ,"45,051,568",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/10,2010-01,2010-Q1,2010
 iPhone ,"35,000",operating,USA,CA,CA - Other,Lucerne Valley,1,9/17/10,2010-09,2010-Q3,2010
 Restaurants ,"250,000",operating,USA,NC,NC - Other,Mooresville,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce ,"5,300,000",operating,USA,NY,New York City,New York,3,6/1/10,2010-06,2010-Q2,2010
 Software ,"4,300,000",operating,USA,CA,SF Bay Area,San Mateo,2,12/31/10,2010-12,2010-Q4,2010
 Education ,"12,500,048",operating,USA,MA,Boston,Cambridge,3,1/1/10,2010-01,2010-Q1,2010
 Location Based Services ,"3,500,000",operating,USA,VA,"Washington, D.C.",Reston,2,1/1/10,2010-01,2010-Q1,2010
 Search ,"9,218,000",operating,USA,CO,Denver,Denver,5,1/1/10,2010-01,2010-Q1,2010
 Finance Technology ,"40,985,000",operating,USA,DC,"Washington, D.C.",Washington,5,11/1/10,2010-11,2010-Q4,2010
 Consulting , -   ,operating,USA,MN,Minneapolis,Chanhassen,1,1/1/10,2010-01,2010-Q1,2010
 Games ,"3,050,000",closed,USA,UT,UT - Other,Mapleton,3,1/1/10,2010-01,2010-Q1,2010
 Software ,"21,500,000",operating,USA,CA,SF Bay Area,San Francisco,4,1/1/10,2010-01,2010-Q1,2010
 Finance ,"3,700,000",acquired,USA,UT,Salt Lake City,Salt Lake City,2,8/1/10,2010-08,2010-Q3,2010
 Clean Technology , -   ,operating,USA,NV,Las Vegas,Las Vegas,1,1/1/10,2010-01,2010-Q1,2010
 Software , -   ,operating,USA,PA,Philadelphia,Drexel Hill,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"600,000",operating,USA,MA,Boston,Somerville,2,1/1/10,2010-01,2010-Q1,2010
 Games ,"12,000,000",operating,USA,CA,Los Angeles,Glendale,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"22,500",operating,USA,CA,SF Bay Area,Mountain View,1,12/7/10,2010-12,2010-Q4,2010
 Games ,"50,000",acquired,USA,CA,SF Bay Area,Mountain View,1,4/1/10,2010-04,2010-Q2,2010
 Gambling ,"240,000",operating,USA,CA,SF Bay Area,San Francisco,1,2/10/10,2010-02,2010-Q1,2010
 Curated Web , -   ,acquired,USA,CA,SF Bay Area,San Francisco,1,8/1/10,2010-08,2010-Q3,2010
 Linux ,"9,560,000",acquired,USA,TX,Austin,Austin,3,1/1/10,2010-01,2010-Q1,2010
 Sports , -   ,operating,USA,CO,CO - Other,Olathe,1,9/1/10,2010-09,2010-Q3,2010
 E-Commerce ,"500,000",operating,USA,FL,Tampa,St. Petersburg,1,1/1/10,2010-01,2010-Q1,2010
 Restaurants ,"625,000",operating,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"435,953",closed,USA,CA,Los Angeles,Beverly Hills,4,8/1/10,2010-08,2010-Q3,2010
 Software ,"995,000",operating,USA,CA,SF Bay Area,San Francisco,2,2/15/10,2010-02,2010-Q1,2010
 Energy Management , -   ,operating,USA,CA,SF Bay Area,San Francisco,1,11/1/10,2010-11,2010-Q4,2010
 Biotechnology ,"45,500,000",operating,USA,CA,SF Bay Area,Redwood City,2,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"650,000",operating,USA,MN,Minneapolis,Minneapolis,1,1/1/10,2010-01,2010-Q1,2010
 Manufacturing , -   ,operating,USA,CO,Denver,Englewood,1,8/21/10,2010-08,2010-Q3,2010
 Curated Web ,"500,000",operating,USA,GA,Atlanta,Atlanta,1,5/1/10,2010-05,2010-Q2,2010
 E-Commerce ,"650,000",closed,USA,IL,Chicago,Chicago,3,11/1/10,2010-11,2010-Q4,2010
 Surveys ,"13,000,000",operating,USA,NY,New York City,New York,3,1/1/10,2010-01,2010-Q1,2010
 Sustainability ,"172,600,000",operating,USA,GA,Atlanta,Atlanta,5,12/27/10,2010-12,2010-Q4,2010
 Biotechnology ,"24,999,998",operating,USA,CA,SF Bay Area,Los Gatos,3,6/11/10,2010-06,2010-Q2,2010
 Health Care , -   ,operating,USA,AZ,Phoenix,Phoenix,2,12/27/10,2010-12,2010-Q4,2010
, -   ,operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"20,000",operating,USA,CA,SF Bay Area,Mountain View,1,1/1/10,2010-01,2010-Q1,2010
 Hospitality ,"3,000,000",,USA,TX,Houston,Houston,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"7,100,000",operating,USA,CA,SF Bay Area,Los Altos,3,1/1/10,2010-01,2010-Q1,2010
 Open Source ,"350,000",acquired,USA,OR,"Portland, Oregon",Portland,2,4/20/10,2010-04,2010-Q2,2010
 Mobile ,"6,600,000",operating,USA,CO,Denver,Denver,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"3,200,000",operating,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
,"730,000",operating,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"3,330,984",operating,USA,GA,Atlanta,Atlanta,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"15,000",operating,USA,IN,Indianapolis,Indianapolis,1,1/1/10,2010-01,2010-Q1,2010
 Messaging ,"583,318",operating,USA,WA,Seattle,Kirkland,2,1/1/10,2010-01,2010-Q1,2010
 Games ,"1,200,000",operating,USA,PA,Philadelphia,Philadelphia,1,1/1/10,2010-01,2010-Q1,2010
 Gift Card ,"2,800,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Gift Card , -   ,operating,USA,CA,SF Bay Area,Mountain View,1,11/10/10,2010-11,2010-Q4,2010
 Mobile ,"2,028,715",operating,USA,CA,SF Bay Area,Palo Alto,1,10/1/10,2010-10,2010-Q4,2010
 Crowdsourcing ,"17,800,000",operating,USA,CA,SF Bay Area,San Francisco,3,8/1/10,2010-08,2010-Q3,2010
 Analytics ,"1,714,000",operating,USA,CA,SF Bay Area,San Francisco,4,5/1/10,2010-05,2010-Q2,2010
 Publishing ,"2,454",closed,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Nonprofits ,"6,322,000",acquired,USA,MD,Baltimore,Baltimore,2,1/1/10,2010-01,2010-Q1,2010
 Nonprofits , -   ,operating,USA,NY,New York City,New York,1,5/13/10,2010-05,2010-Q2,2010
 Life Sciences ,"20,000",operating,USA,WA,Seattle,Seattle,1,8/1/10,2010-08,2010-Q3,2010
 Shopping ,"2,300,000",closed,USA,CA,SF Bay Area,San Francisco,1,4/1/10,2010-04,2010-Q2,2010
 Software ,"300,000",operating,USA,MA,Boston,Boston,1,1/1/10,2010-01,2010-Q1,2010
 Business Services ,"60,000",operating,USA,NJ,NJ - Other,Hainesport,1,1/1/10,2010-01,2010-Q1,2010
 Education ,"1,500,000",operating,USA,NJ,Newark,Jersey City,2,9/1/10,2010-09,2010-Q3,2010
 Mobile ,"2,115,000",operating,USA,OR,"Portland, Oregon",Portland,5,1/1/10,2010-01,2010-Q1,2010
 Social Media , -   ,operating,USA,CA,SF Bay Area,Sunnyvale,2,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"1,000,000",operating,USA,MI,Detroit,Detroit,1,9/1/10,2010-09,2010-Q3,2010
 iPhone ,"11,500,000",operating,USA,CA,SF Bay Area,Palo Alto,3,11/1/10,2010-11,2010-Q4,2010
 Medical , -   ,operating,USA,MD,Salisbury,Cambridge,1,8/16/10,2010-08,2010-Q3,2010
 Curated Web ,"100,000",operating,USA,CA,SF Bay Area,Berkeley,1,7/1/10,2010-07,2010-Q3,2010
 Solar ,"10,918,691",acquired,USA,UT,Salt Lake City,Salt Lake City,3,3/1/10,2010-03,2010-Q1,2010
 Digital Media ,"6,331,724",operating,USA,CA,Los Angeles,Los Angeles,4,2/1/10,2010-02,2010-Q1,2010
 Local Search ,"39,000,000",operating,USA,CA,SF Bay Area,Menlo Park,3,11/1/10,2010-11,2010-Q4,2010
 Enterprise Software , -   ,operating,USA,IN,South Bend,South Bend,1,4/19/10,2010-04,2010-Q2,2010
 Hospitality ,"4,000,000",acquired,USA,NY,New York City,New York,2,6/11/10,2010-06,2010-Q2,2010
 Finance ,"12,000",acquired,USA,WA,Seattle,Seattle,2,1/1/10,2010-01,2010-Q1,2010
 News ,"500,000",operating,USA,MA,Boston,Belmont,1,1/1/10,2010-01,2010-Q1,2010
 Mobile Commerce ,"115,000",closed,USA,TX,Dallas,Dallas,1,5/10/10,2010-05,2010-Q2,2010
 Location Based Services ,"2,150,000",operating,USA,VA,"Washington, D.C.",Reston,3,4/1/10,2010-04,2010-Q2,2010
 Mobile ,"1,235,000",operating,USA,CA,Los Angeles,Los Angeles,3,1/1/10,2010-01,2010-Q1,2010
 Marketplaces ,"75,000",operating,USA,IL,Chicago,Chicago,1,10/1/10,2010-10,2010-Q4,2010
, -   ,operating,USA,CA,Ontario - Inland Empire,Beaumont,1,7/8/10,2010-07,2010-Q3,2010
 Software ,"8,000",operating,USA,IN,Indianapolis,Indianapolis,2,8/11/10,2010-08,2010-Q3,2010
 Local Businesses ,"750,000",operating,USA,TN,Nashville,Nashville,1,1/1/10,2010-01,2010-Q1,2010
 Nanotechnology ,"9,084,161",operating,USA,TN,TN - Other,Bristol,1,1/1/10,2010-01,2010-Q1,2010
 Security ,"311,750",operating,USA,CA,SF Bay Area,Santa Cruz,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"3,255,976",operating,USA,MI,Grand Rapids,Grand Rapids,2,1/1/10,2010-01,2010-Q1,2010
 Retail ,"320,000",operating,USA,TX,Austin,Austin,1,6/1/10,2010-06,2010-Q2,2010
 Manufacturing ,"1,286,600",operating,USA,DC,"Washington, D.C.",Washington,1,3/9/10,2010-03,2010-Q1,2010
,"3,200,000",operating,USA,CO,Denver,Boulder,1,1/1/10,2010-01,2010-Q1,2010
 Agriculture ,"6,000,000",operating,USA,TX,Austin,Austin,1,1/1/10,2010-01,2010-Q1,2010
 Consulting , -   ,operating,USA,AR,Fayetteville,Fayetteville,1,1/1/10,2010-01,2010-Q1,2010
 Local Businesses , -   ,operating,USA,CA,SF Bay Area,South San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Financial Services ,"100,000",operating,USA,NY,New York City,New York,1,10/10/10,2010-10,2010-Q4,2010
 Social Media ,"150,000",operating,USA,PA,Pittsburgh,Pittsburgh,1,3/1/10,2010-03,2010-Q1,2010
 Health and Wellness ,"1,200,000",closed,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"310,000",operating,USA,NJ,Newark,South Hackensack,1,1/1/10,2010-01,2010-Q1,2010
 Consulting ,"2,000,000",operating,USA,IL,Chicago,Chicago,1,1/1/10,2010-01,2010-Q1,2010
 Clean Technology ,"7,000,000",operating,USA,CA,SF Bay Area,Milpitas,1,1/1/10,2010-01,2010-Q1,2010
 Clean Technology ,"42,499,992",operating,USA,MA,Boston,Woburn,4,1/1/10,2010-01,2010-Q1,2010
 Clean Technology ,"969,000",operating,USA,CA,SF Bay Area,San Jose,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"500,000",operating,USA,CA,SF Bay Area,Sunnyvale,1,1/1/10,2010-01,2010-Q1,2010
, -   ,operating,USA,KY,Louisville,Louisville,1,12/1/10,2010-12,2010-Q4,2010
 Software ,"150,000",operating,USA,CA,SF Bay Area,San Francisco,1,3/17/10,2010-03,2010-Q1,2010
 Software ,"2,200,000",acquired,USA,UT,Salt Lake City,Orem,3,8/1/10,2010-08,2010-Q3,2010
 Enterprise Software ,"1,000,000",operating,USA,CA,SF Bay Area,San Jose,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"6,445,000",operating,USA,CA,San Diego,San Diego,4,1/1/10,2010-01,2010-Q1,2010
 Group Buying ,"39,000,000",,USA,NY,New York City,New York,3,3/1/10,2010-03,2010-Q1,2010
 Messaging ,"500,000",operating,USA,MD,"Washington, D.C.",Bethesda,1,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"11,450,000",acquired,USA,NY,New York City,New York,2,5/1/10,2010-05,2010-Q2,2010
 Small and Medium Businesses ,"600,000",operating,USA,CA,SF Bay Area,Redwood City,1,6/4/10,2010-06,2010-Q2,2010
 Video ,"7,023,992",operating,USA,NY,New York City,New York,2,7/1/10,2010-07,2010-Q3,2010
 E-Commerce ,"515,750",operating,USA,CA,Anaheim,Irvine,2,1/1/10,2010-01,2010-Q1,2010
 E-Commerce , -   ,closed,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"1,080,000",operating,USA,TX,Dallas,Plano,2,1/1/10,2010-01,2010-Q1,2010
 Consulting , -   ,operating,USA,AZ,Phoenix,Scottsdale,1,3/1/10,2010-03,2010-Q1,2010
 Entertainment , -   ,operating,USA,NE,Omaha,Omaha,1,1/1/10,2010-01,2010-Q1,2010
 E-Commerce ,"16,900,000",operating,USA,NY,New York City,New York,3,2/1/10,2010-02,2010-Q1,2010
 Analytics ,"16,200,000",acquired,USA,MA,Boston,Cambridge,2,1/1/10,2010-01,2010-Q1,2010
 iPad ,"3,900,000",operating,USA,WA,Seattle,Seattle,3,4/1/10,2010-04,2010-Q2,2010
 Biotechnology ,"1,450,000",operating,USA,TN,Memphis,Memphis,3,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"806,733",operating,USA,CA,Anaheim,Irvine,2,1/1/10,2010-01,2010-Q1,2010
 News , -   ,operating,USA,TX,Dallas,Dallas,1,1/1/10,2010-01,2010-Q1,2010
 Real Estate , -   ,operating,USA,GA,Atlanta,Atlanta,1,11/1/10,2010-11,2010-Q4,2010
 Mobile ,"4,000,000",closed,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Curated Web ,"5,192,555",operating,USA,CA,SF Bay Area,Palo Alto,1,1/1/10,2010-01,2010-Q1,2010
 Software ,"660,000",operating,USA,CT,Hartford,New Haven,1,1/1/10,2010-01,2010-Q1,2010
 Health and Wellness ,"4,149,500",operating,USA,CA,Los Angeles,Venice,2,1/1/10,2010-01,2010-Q1,2010
 Software ,"1,000,000",operating,USA,NV,Las Vegas,Las Vegas,1,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"15,748,632",operating,USA,KS,Kansas City,Overland Park,2,1/1/10,2010-01,2010-Q1,2010
,"100,000",operating,USA,CA,SF Bay Area,San Francisco,1,1/1/10,2010-01,2010-Q1,2010
,"7,700,000",operating,USA,CA,Sacramento,Sacramento,1,1/1/10,2010-01,2010-Q1,2010
 Biotechnology ,"50,000",operating,USA,OH,"Columbus, Ohio",Columbus,1,1/1/10,2010-01,2010-Q1,2010
 Hardware + Software ,"15,000,000",closed,USA,MA,Boston,Boston,3,1/1/10,2010-01,2010-Q1,2010
 Social Media ,"400,000",closed,USA,CA,SF Bay Area,San Francisco,2,3/1/10,2010-03,2010-Q1,2010
 Health and Wellness ,"26,247,334",operating,USA,OH,"Columbus, Ohio",Dublin,5,1/1/10,2010-01,2010-Q1,2010
 Health Care ,"38,250,000",operating,USA,CA,SF Bay Area,Palo Alto,5,1/1/10,2010-01,2010-Q1,2010
 Biotechnology and Semiconductor ,"13,486,929",operating,USA,CA,SF Bay Area,San Ramon,2,1/1/10,2010-01,2010-Q1,2010
 IaaS ,"3,000,000",operating,USA,CA,SF Bay Area,Fremont,1,10/1/10,2010-10,2010-Q4,2010
 E-Commerce ,"4,000,000",operating,USA,CA,Los Angeles,Los Angeles,1,1/22/10,2010-01,2010-Q1,2010
 Online Rental ,"500,000",closed,USA,CA,Los Angeles,West Hollywood,1,1/1/10,2010-01,2010-Q1,2010
 Home & Garden ,"154,000",closed,USA,CA,Los Angeles,West Hollywood,1,10/1/10,2010-10,2010-Q4,2010
 Biotechnology ,"1,299,956",operating,USA,MA,Boston,Newton,1,1/1/10,2010-01,2010-Q1,2010
 Technology ,"1,958,750",operating,USA,PA,Philadelphia,Philadelphia,4,10/10/10,2010-10,2010-Q4,2010
 Marketplaces ,"140,000",closed,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Customer Support Tools ,"13,329,064",operating,USA,MA,Boston,Cambridge,1,9/27/10,2010-09,2010-Q3,2010
 Analytics ,"6,259,998",operating,USA,CA,Santa Barbara,Santa Barbara,5,10/1/10,2010-10,2010-Q4,2010
 Education ,"1,065,000",operating,USA,PA,Philadelphia,Philadelphia,4,6/1/10,2010-06,2010-Q2,2010
 Finance ,"730,000",operating,USA,WA,Seattle,Seattle,4,8/7/10,2010-08,2010-Q3,2010
 Networking , -   ,operating,USA,AR,Fayetteville,Fayetteville,1,2/15/10,2010-02,2010-Q1,2010
 Curated Web ,"5,900,000",closed,USA,CA,SF Bay Area,Palo Alto,1,1/1/10,2010-01,2010-Q1,2010
 Travel ,"500,000",operating,USA,CA,Anaheim,Fullerton,1,8/1/10,2010-08,2010-Q3,2010
 Hotels ,"40,215,000",operating,USA,CA,SF Bay Area,San Francisco,5,1/1/10,2010-01,2010-Q1,2010
 Mobile ,"100,000",operating,USA,CA,SF Bay Area,Menlo Park,1,12/11/10,2010-12,2010-Q4,2010
 Analytics ,"13,031,776",operating,USA,IL,Chicago,Chicago,4,7/1/10,2010-07,2010-Q3,2010
 Advice , -   ,closed,USA,NY,New York City,New York,1,1/1/10,2010-01,2010-Q1,2010
 Analytics ,"800,000",operating,USA,CA,San Diego,Solana Beach,1,1/31/10,2010-01,2010-Q1,2010
 Hospitality , -   ,operating,USA,IN,Fort Wayne,Fort Wayne,1,4/27/10,2010-04,2010-Q2,2010
 Collaboration ,"25,000",operating,USA,NY,New York City,New York,1,11/24/10,2010-11,2010-Q4,2010
 Software ,"2,624,622",operating,USA,FL,Jacksonville,Ponte Vedra Beach,3,1/1/10,2010-01,2010-Q1,2010
 Video Chat ,"50,000",closed,USA,WI,Milwaukee,Milwaukee,1,12/9/10,2010-12,2010-Q4,2010
 Apps ,"2,000,000",closed,USA,CA,SF Bay Area,San Francisco,2,1/1/10,2010-01,2010-Q1,2010
